GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GENE_PRODUCT_SYNONYMS	GENE_PRODUCT_TYPE	GO ASPECT
UniProtKB	Q13620	CUL4B	involved_in	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2A432|ensembl:ENSMUSP00000110771	9606	Ensembl		CUL4B,KIAA0695	protein	P
UniProtKB	Q13635	PTCH1	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61115|ensembl:ENSMUSP00000021921	9606	Ensembl		PTCH1,PTCH	protein	P
UniProtKB	Q13761	RUNX3	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q64131	9606	UniProt		RUNX3,AML2,CBFA3,PEBP2A3	protein	P
UniProtKB	Q13885	TUBB2A	involved_in	GO:0000278	mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0087040|FB:FBgn0260639|PANTHER:PTN000172598|PomBase:SPBC26H8.07c|PomBase:SPBC32F12.04|PomBase:SPBC800.05c|SGD:S000001857|SGD:S000004202|SGD:S000004550|TAIR:locus:2076750|TAIR:locus:2166469|UniProtKB:P10653|UniProtKB:P18695|WB:WBGene00006528|WB:WBGene00006529|WB:WBGene00006540	9606	GO_Central		TUBB2A,TUBB2	protein	P
UniProtKB	Q14004	CDK13	involved_in	GO:0051726	regulation of cell cycle	ECO:0000366	IEA	GO_REF:0000108	GO:0004693	9606	GOC		CDK13,CDC2L,CDC2L5,CHED,KIAA1791	protein	P
UniProtKB	Q14094	CCNI	involved_in	GO:0044772	mitotic cell cycle phase transition	ECO:0000318	IBA	GO_REF:0000033	CGD:CAL0000185532|CGD:CAL0000199358|FB:FBgn0010382|MGI:MGI:88313|PANTHER:PTN000019791|PomBase:SPAPB2B4.03|RGD:2293|RGD:621083|SGD:S000002314|SGD:S000003340|SGD:S000003341|SGD:S000004200|SGD:S000006323|SGD:S000006324|TAIR:locus:2124331|UniProtKB:P20248|UniProtKB:P24385|UniProtKB:P24864|UniProtKB:P30279|UniProtKB:P30281|UniProtKB:Q57WP1|UniProtKB:Q585A1|WB:WBGene00000871	9606	GO_Central		CCNI	protein	P
UniProtKB	Q14201	BTG3	involved_in	GO:0045930	negative regulation of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1860140|PANTHER:PTN001122316|UniProtKB:Q14201	9606	GO_Central		BTG3,ANA,TOB5	protein	P
UniProtKB	Q14203	DCTN1	involved_in	GO:0000132	establishment of mitotic spindle orientation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000431881|UniProtKB:Q14203|WB:WBGene00001017	9606	GO_Central		DCTN1	protein	P
UniProtKB	Q14209	E2F2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56931|ensembl:ENSMUSP00000050047	9606	Ensembl		E2F2	protein	P
UniProtKB	Q14432	PDE3A	involved_in	GO:0040020	regulation of meiotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0X4|ensembl:ENSMUSP00000038749	9606	Ensembl		PDE3A	protein	P
UniProtKB	Q14469	HES1	involved_in	GO:0045977	positive regulation of mitotic cell cycle, embryonic	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P35428	9606	BHF-UCL		HES1,BHLHB39,HL,HRY	protein	P
UniProtKB	Q14469	HES1	involved_in	GO:0045977	positive regulation of mitotic cell cycle, embryonic	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35428|ensembl:ENSMUSP00000023171	9606	Ensembl		HES1,BHLHB39,HL,HRY	protein	P
UniProtKB	Q14565	DMC1	involved_in	GO:0007129	homologous chromosome pairing at meiosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61880|ensembl:ENSMUSP00000023065	9606	Ensembl		DMC1,DMC1H,LIM15	protein	P
UniProtKB	Q14565	DMC1	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000318	IBA	GO_REF:0000033	CGD:CAL0000182507|MGI:MGI:105393|PANTHER:PTN000534540|PomBase:SPAC8E11.03c|SGD:S000000981|TAIR:locus:2084558|UniProtKB:Q14565|UniProtKB:Q7GBF7|UniProtKB:Q7GBF8	9606	GO_Central		DMC1,DMC1H,LIM15	protein	P
UniProtKB	Q14565	DMC1	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61880|ensembl:ENSMUSP00000023065	9606	Ensembl		DMC1,DMC1H,LIM15	protein	P
UniProtKB	Q14565	DMC1	involved_in	GO:0007141	male meiosis I	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61880|ensembl:ENSMUSP00000023065	9606	Ensembl		DMC1,DMC1H,LIM15	protein	P
UniProtKB	Q14565	DMC1	involved_in	GO:0070192	chromosome organization involved in meiotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:105393|PANTHER:PTN000534540|SGD:S000000981|TAIR:locus:2084558|UniProtKB:Q7GBF7|UniProtKB:Q7GBF8	9606	GO_Central		DMC1,DMC1H,LIM15	protein	P
UniProtKB	Q14565	DMC1	involved_in	GO:1990918	double-strand break repair involved in meiotic recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61880|ensembl:ENSMUSP00000023065	9606	Ensembl		DMC1,DMC1H,LIM15	protein	P
UniProtKB	Q14674	ESPL1	involved_in	GO:0000070	mitotic sister chromatid segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60330|ensembl:ENSMUSP00000064465	9606	Ensembl		ESPL1,ESP1,KIAA0165	protein	P
UniProtKB	Q14674	ESPL1	involved_in	GO:0000212	meiotic spindle organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60330|ensembl:ENSMUSP00000064465	9606	Ensembl		ESPL1,ESP1,KIAA0165	protein	P
UniProtKB	Q14674	ESPL1	involved_in	GO:0000278	mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60330|ensembl:ENSMUSP00000064465	9606	Ensembl		ESPL1,ESP1,KIAA0165	protein	P
UniProtKB	Q14674	ESPL1	involved_in	GO:0007059	chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60330|ensembl:ENSMUSP00000064465	9606	Ensembl		ESPL1,ESP1,KIAA0165	protein	P
UniProtKB	Q14674	ESPL1	involved_in	GO:0007127	meiosis I	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60330|ensembl:ENSMUSP00000064465	9606	Ensembl		ESPL1,ESP1,KIAA0165	protein	P
UniProtKB	Q14674	ESPL1	involved_in	GO:0045143	homologous chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60330|ensembl:ENSMUSP00000064465	9606	Ensembl		ESPL1,ESP1,KIAA0165	protein	P
UniProtKB	Q14683	SMC1A	involved_in	GO:0007062	sister chromatid cohesion	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:2154049|PANTHER:PTN000434429|PomBase:SPBC29A10.04|SGD:S000001886|TAIR:locus:2102420|UniProtKB:Q14683	9606	GO_Central		SMC1A,DXS423E,KIAA0178,SB1.8,SMC1,SMC1L1	protein	P
UniProtKB	Q14683	SMC1A	involved_in	GO:0051321	meiotic cell cycle	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9Z1M9	9606	UniProt		SMC1A,DXS423E,KIAA0178,SB1.8,SMC1,SMC1L1	protein	P
UniProtKB	Q14683	SMC1A	involved_in	GO:0051321	meiotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CU62|ensembl:ENSMUSP00000044645	9606	Ensembl		SMC1A,DXS423E,KIAA0178,SB1.8,SMC1,SMC1L1	protein	P
UniProtKB	Q14703	MBTPS1	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTZ2|ensembl:ENSMUSP00000095965	9606	Ensembl		MBTPS1,KIAA0091,S1P,SKI1	protein	P
UniProtKB	Q14980	NUMA1	involved_in	GO:0000132	establishment of mitotic spindle orientation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:E9Q7G0	9606	UniProt		NUMA1,NMP22,NUMA	protein	P
UniProtKB	Q14980	NUMA1	involved_in	GO:0000132	establishment of mitotic spindle orientation	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:2443665|PANTHER:PTN002706457|UniProtKB:Q14980	9606	GO_Central		NUMA1,NMP22,NUMA	protein	P
UniProtKB	Q14980	NUMA1	involved_in	GO:0000132	establishment of mitotic spindle orientation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9Q7G0|ensembl:ENSMUSP00000081912	9606	Ensembl		NUMA1,NMP22,NUMA	protein	P
UniProtKB	Q14980	NUMA1	involved_in	GO:0051321	meiotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1LW91|ensembl:ENSRNOP00000000474	9606	Ensembl		NUMA1,NMP22,NUMA	protein	P
UniProtKB	Q14CS0	UBXN2B	involved_in	GO:0000132	establishment of mitotic spindle orientation	ECO:0000316	IGI	PMID:23649807	UniProtKB:Q9UNZ2	9606	UniProt		UBXN2B	protein	P
UniProtKB	Q14CS0	UBXN2B	involved_in	GO:0046604	positive regulation of mitotic centrosome separation	ECO:0000316	IGI	PMID:23649807	UniProtKB:Q9UNZ2	9606	UniProt		UBXN2B	protein	P
UniProtKB	Q15003	NCAPH	involved_in	GO:0007076	mitotic chromosome condensation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000318716|PomBase:SPCC306.03c|SGD:S000000193|UniProtKB:Q15003	9606	GO_Central		NCAPH,BRRN,BRRN1,CAPH,KIAA0074	protein	P
UniProtKB	Q15003	NCAPH	involved_in	GO:0007143	female meiotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C156|ensembl:ENSMUSP00000106017	9606	Ensembl		NCAPH,BRRN,BRRN1,CAPH,KIAA0074	protein	P
UniProtKB	Q15003	NCAPH	involved_in	GO:0010032	meiotic chromosome condensation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C156|ensembl:ENSMUSP00000106017	9606	Ensembl		NCAPH,BRRN,BRRN1,CAPH,KIAA0074	protein	P
UniProtKB	Q15003	NCAPH	involved_in	GO:0045132	meiotic chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C156|ensembl:ENSMUSP00000106017	9606	Ensembl		NCAPH,BRRN,BRRN1,CAPH,KIAA0074	protein	P
UniProtKB	Q15003	NCAPH	involved_in	GO:0051309	female meiosis chromosome separation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C156|ensembl:ENSMUSP00000106017	9606	Ensembl		NCAPH,BRRN,BRRN1,CAPH,KIAA0074	protein	P
UniProtKB	Q15003	NCAPH	involved_in	GO:0051984	positive regulation of chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C156|ensembl:ENSMUSP00000106017	9606	Ensembl		NCAPH,BRRN,BRRN1,CAPH,KIAA0074	protein	P
UniProtKB	Q15003	NCAPH	involved_in	GO:1905820	positive regulation of chromosome separation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C156|ensembl:ENSMUSP00000106017	9606	Ensembl		NCAPH,BRRN,BRRN1,CAPH,KIAA0074	protein	P
UniProtKB	Q15018	ABRAXAS2	involved_in	GO:0008608	attachment of spindle microtubules to kinetochore	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001272083|UniProtKB:Q15018	9606	GO_Central		ABRAXAS2,ABRO1,FAM175B,KIAA0157	protein	P
UniProtKB	Q15018	ABRAXAS2	involved_in	GO:0090307	mitotic spindle assembly	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001272083|UniProtKB:Q15018	9606	GO_Central		ABRAXAS2,ABRO1,FAM175B,KIAA0157	protein	P
UniProtKB	Q15021	NCAPD2	involved_in	GO:0007076	mitotic chromosome condensation	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0039680|PANTHER:PTN000368592|PomBase:SPBC776.13|SGD:S000004262|UniProtKB:P42695|UniProtKB:Q15021|WB:WBGene00001833	9606	GO_Central		NCAPD2,CAPD2,CNAP1,KIAA0159	protein	P
UniProtKB	Q15078	CDK5R1	involved_in	GO:0070315	G1 to G0 transition involved in cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61809|ensembl:ENSMUSP00000099514	9606	Ensembl		CDK5R1,CDK5R,NCK5A	protein	P
UniProtKB	Q15131	CDK10	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:88353|PANTHER:PTN000623380|UniProtKB:C8V2V9	9606	GO_Central		CDK10	protein	P
UniProtKB	Q15149	PLEC	involved_in	GO:2000689	actomyosin contractile ring assembly actin filament organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QXS1|ensembl:ENSMUSP00000073124	9606	Ensembl		PLEC,PLEC1	protein	P
UniProtKB	Q15154	PCM1	involved_in	GO:0007098	centrosome cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001423461|UniProtKB:Q15154	9606	GO_Central		PCM1	protein	P
UniProtKB	Q15173	PPP2R5B	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80W83|ensembl:ENSRNOP00000028542	9606	Ensembl		PPP2R5B	protein	P
UniProtKB	Q15173	PPP2R5B	involved_in	GO:0070317	negative regulation of G0 to G1 transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80W83|ensembl:ENSRNOP00000028542	9606	Ensembl		PPP2R5B	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0000711	meiotic DNA repair synthesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0007129	homologous chromosome pairing at meiosis	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q62209	9606	UniProt		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0007129	homologous chromosome pairing at meiosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0007130	synaptonemal complex assembly	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q62209	9606	UniProt		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0007130	synaptonemal complex assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0007130	synaptonemal complex assembly	ECO:0000250	ISS	PMID:15944401	UniProtKB:Q62209	9606	HGNC-UCL		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q62209	9606	UniProt		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0051026	chiasma assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		SYCP1,SCP1	protein	P
UniProtKB	Q15431	SYCP1	involved_in	GO:0051878	lateral element assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		SYCP1,SCP1	protein	P
UniProtKB	Q15464	SHB	involved_in	GO:0045931	positive regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6PD21|ensembl:ENSMUSP00000060433	9606	Ensembl		SHB	protein	P
UniProtKB	Q15468	STIL	involved_in	GO:0007052	mitotic spindle organization	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001031679|UniProtKB:Q15468|ZFIN:ZDB-GENE-020419-39	9606	GO_Central		STIL,SIL	protein	P
UniProtKB	Q15468	STIL	involved_in	GO:0051298	centrosome duplication	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:107477|PANTHER:PTN001031679|UniProtKB:Q15468	9606	GO_Central		STIL,SIL	protein	P
UniProtKB	Q15645	TRIP13	involved_in	GO:0007130	synaptonemal complex assembly	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q3UA06	9606	UniProt		TRIP13,PCH2	protein	P
UniProtKB	Q15645	TRIP13	involved_in	GO:0007130	synaptonemal complex assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UA06|ensembl:ENSMUSP00000022053	9606	Ensembl		TRIP13,PCH2	protein	P
UniProtKB	Q15645	TRIP13	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q3UA06	9606	UniProt		TRIP13,PCH2	protein	P
UniProtKB	Q15645	TRIP13	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1916966|PANTHER:PTN000554401|SGD:S000000390|UniProtKB:Q7XK25|UniProtKB:Q8H1F9	9606	GO_Central		TRIP13,PCH2	protein	P
UniProtKB	Q15645	TRIP13	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UA06|ensembl:ENSMUSP00000022053	9606	Ensembl		TRIP13,PCH2	protein	P
UniProtKB	Q15645	TRIP13	involved_in	GO:0007141	male meiosis I	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UA06|ensembl:ENSMUSP00000022053	9606	Ensembl		TRIP13,PCH2	protein	P
UniProtKB	Q15645	TRIP13	involved_in	GO:0007144	female meiosis I	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UA06|ensembl:ENSMUSP00000022053	9606	Ensembl		TRIP13,PCH2	protein	P
UniProtKB	Q15648	MED1	involved_in	GO:0045023	G0 to G1 transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q925J9|ensembl:ENSMUSP00000103169	9606	Ensembl		MED1,ARC205,CRSP1,CRSP200,DRIP205,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2	protein	P
UniProtKB	Q15648	MED1	involved_in	GO:0070318	positive regulation of G0 to G1 transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q925J9|ensembl:ENSMUSP00000103169	9606	Ensembl		MED1,ARC205,CRSP1,CRSP200,DRIP205,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2	protein	P
UniProtKB	Q15910	EZH2	involved_in	GO:0000082	G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61188|ensembl:ENSMUSP00000080419	9606	Ensembl		EZH2,KMT6	protein	P
UniProtKB	Q15910	EZH2	involved_in	GO:0070314	G1 to G0 transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61188|ensembl:ENSMUSP00000080419	9606	Ensembl		EZH2,KMT6	protein	P
UniProtKB	Q15910	EZH2	involved_in	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61188|ensembl:ENSMUSP00000080419	9606	Ensembl		EZH2,KMT6	protein	P
UniProtKB	Q16526	CRY1	involved_in	GO:2000001	regulation of DNA damage checkpoint	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97784	9606	UniProt		CRY1,PHLL1	protein	P
UniProtKB	Q16526	CRY1	involved_in	GO:2000001	regulation of DNA damage checkpoint	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97784|ensembl:ENSMUSP00000020227	9606	Ensembl		CRY1,PHLL1	protein	P
UniProtKB	Q16539	MAPK14	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P47811|ensembl:ENSMUSP00000004990	9606	Ensembl		MAPK14,CSBP,CSBP1,CSBP2,CSPB1,MXI2,SAPK2A	protein	P
UniProtKB	Q16589	CCNG2	involved_in	GO:0044772	mitotic cell cycle phase transition	ECO:0000318	IBA	GO_REF:0000033	CGD:CAL0000185532|CGD:CAL0000199358|FB:FBgn0010382|MGI:MGI:88313|PANTHER:PTN000019791|PomBase:SPAPB2B4.03|RGD:2293|RGD:621083|SGD:S000002314|SGD:S000003340|SGD:S000003341|SGD:S000004200|SGD:S000006323|SGD:S000006324|TAIR:locus:2124331|UniProtKB:P20248|UniProtKB:P24385|UniProtKB:P24864|UniProtKB:P30279|UniProtKB:P30281|UniProtKB:Q57WP1|UniProtKB:Q585A1|WB:WBGene00000871	9606	GO_Central		CCNG2	protein	P
UniProtKB	Q16589	CCNG2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O08918|ensembl:ENSMUSP00000031331	9606	Ensembl		CCNG2	protein	P
UniProtKB	Q16611	BAK1	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O08734|ensembl:ENSMUSP00000077757	9606	Ensembl		BAK1,BAK,BCL2L7,CDN1	protein	P
UniProtKB	Q16832	DDR2	involved_in	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B1WC09|ensembl:ENSRNOP00000003901	9606	Ensembl		DDR2,NTRKR3,TKT,TYRO10	protein	P
UniProtKB	Q17RG1	KCTD19	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q562E2	9606	UniProt		KCTD19	protein	P
UniProtKB	Q17RG1	KCTD19	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q562E2|ensembl:ENSMUSP00000050687	9606	Ensembl		KCTD19	protein	P
UniProtKB	Q1MSJ5	CSPP1	involved_in	GO:0032467	positive regulation of cytokinesis	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001091588|UniProtKB:Q1MSJ5	9606	GO_Central		CSPP1,CSPP	protein	P
UniProtKB	Q29RF7	PDS5A	involved_in	GO:0007064	mitotic sister chromatid cohesion	ECO:0000353	IPI	PMID:21111234	UniProtKB:Q96FF9	9606	UniProt		PDS5A,KIAA0648,PDS5,PIG54	protein	P
UniProtKB	Q2M2Z5	KIZ	involved_in	GO:0007051	spindle organization	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002702124|UniProtKB:Q2M2Z5	9606	GO_Central		KIZ,C20orf19,NCRNA00153,PLK1S1,HT013	protein	P
UniProtKB	Q2NKJ3	CTC1	involved_in	GO:0010389	regulation of G2/M transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5SUQ9|ensembl:ENSMUSP00000112063	9606	Ensembl		CTC1,C17orf68	protein	P
UniProtKB	Q2Q1W2	TRIM71	involved_in	GO:0000082	G1/S transition of mitotic cell cycle	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q1PSW8	9606	UniProt		TRIM71,LIN41	protein	P
UniProtKB	Q2Q1W2	TRIM71	involved_in	GO:0000082	G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q1PSW8|ensembl:ENSMUSP00000107447	9606	Ensembl		TRIM71,LIN41	protein	P
UniProtKB	Q2TAC2	CCDC57	involved_in	GO:0007099	centriole replication	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001141194|UniProtKB:Q2TAC2	9606	GO_Central		CCDC57	protein	P
UniProtKB	Q2TAC2	CCDC57	involved_in	GO:0045931	positive regulation of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001141194|UniProtKB:Q2TAC2	9606	GO_Central		CCDC57	protein	P
UniProtKB	Q2VIQ3	KIF4B	involved_in	GO:0007052	mitotic spindle organization	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011606|PANTHER:PTN002516211|UniProtKB:O95239|UniProtKB:Q2VIQ3	9606	GO_Central		KIF4B	protein	P
UniProtKB	Q2VIQ3	KIF4B	involved_in	GO:0051231	spindle elongation	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011606|PANTHER:PTN002516211|UniProtKB:O95239|UniProtKB:Q2VIQ3	9606	GO_Central		KIF4B	protein	P
UniProtKB	Q3KP22	MAJIN	involved_in	GO:0007129	homologous chromosome pairing at meiosis	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9D992	9606	UniProt		MAJIN,C11orf85	protein	P
UniProtKB	Q3KP22	MAJIN	involved_in	GO:0007129	homologous chromosome pairing at meiosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D992|ensembl:ENSMUSP00000109156	9606	Ensembl		MAJIN,C11orf85	protein	P
UniProtKB	Q3KP22	MAJIN	involved_in	GO:0045141	meiotic telomere clustering	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9D992	9606	UniProt		MAJIN,C11orf85	protein	P
UniProtKB	Q3KP22	MAJIN	involved_in	GO:0045141	meiotic telomere clustering	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D992|ensembl:ENSMUSP00000109156	9606	Ensembl		MAJIN,C11orf85	protein	P
UniProtKB	Q3KP22	MAJIN	involved_in	GO:0070197	meiotic attachment of telomere to nuclear envelope	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9D992	9606	UniProt		MAJIN,C11orf85	protein	P
UniProtKB	Q3KP22	MAJIN	involved_in	GO:0070197	meiotic attachment of telomere to nuclear envelope	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D992|ensembl:ENSMUSP00000109156	9606	Ensembl		MAJIN,C11orf85	protein	P
UniProtKB	Q3KP22	MAJIN	involved_in	GO:1990918	double-strand break repair involved in meiotic recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D992|ensembl:ENSMUSP00000109156	9606	Ensembl		MAJIN,C11orf85	protein	P
UniProtKB	Q3YBR2	TBRG1	involved_in	GO:0051726	regulation of cell cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000506238|UniProtKB:Q3YBR2	9606	GO_Central		TBRG1,NIAM	protein	P
UniProtKB	Q3ZCM7	TUBB8	involved_in	GO:0000278	mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0087040|FB:FBgn0260639|PANTHER:PTN000172598|PomBase:SPBC26H8.07c|PomBase:SPBC32F12.04|PomBase:SPBC800.05c|SGD:S000001857|SGD:S000004202|SGD:S000004550|TAIR:locus:2076750|TAIR:locus:2166469|UniProtKB:P10653|UniProtKB:P18695|WB:WBGene00006528|WB:WBGene00006529|WB:WBGene00006540	9606	GO_Central		TUBB8	protein	P
UniProtKB	Q495C1	RNF212	involved_in	GO:0006311	meiotic gene conversion	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F6TQD1	9606	UniProt		RNF212	protein	P
